1,10000127,10000255,10000383,10000511,10000639,10000767,10000895,10001023,10001151,10001279,10001407,10001535,10001663,10001791,10001919,10002047,10002175,10002303,10002431,10002559,10002687,10002815,10002943,10003071,10003199,10003327,10003455,10003583,10003711,10003839,10003967,10004095,10004223,10004351,10004479,10004607,10004735,10004863,10004991,10005119,10005247,10005375,10005503,10005631,10005759,10005887,10006015,10006143,10006271,10006399,10006527,10006655,10006783,10006911,10007039,10007167,10007295,10007423,10007551,10007679,10007807,10007935,10008063,10008191,10008319,10008447,10008575,10008703,10008831,10008959,10009087,10009215,10009343,10009471,10009599,10009727,10009855,10009983,10010111,10010239,10010367,10010495,10010623,10010751,10010879,10011007,10011135,10011263,10011391,10011519,10011647,10011775,10011903,10012031,10012159,10012287,10012415,10012543,10012671,10012799,10012927,10013055,10013183,10013311,10013439,10013567,10013695,10013823,10013951,10014079,10014207,10014335,10014463,10014591,10014719,10014847,10014975,10015103,10015231,10015359,10015487,10015615,10015743,10015871,10015999,10016127,10016255,10016383
2,10000126,10000254,10000382,10000510,10000638,10000766,10000894,10001022,10001150,10001278,10001406,10001534,10001662,10001790,10001918,10002046,10002174,10002302,10002430,10002558,10002686,10002814,10002942,10003070,10003198,10003326,10003454,10003582,10003710,10003838,10003966,10004094,10004222,10004350,10004478,10004606,10004734,10004862,10004990,10005118,10005246,10005374,10005502,10005630,10005758,10005886,10006014,10006142,10006270,10006398,10006526,10006654,10006782,10006910,10007038,10007166,10007294,10007422,10007550,10007678,10007806,10007934,10008062,10008190,10008318,10008446,10008574,10008702,10008830,10008958,10009086,10009214,10009342,10009470,10009598,10009726,10009854,10009982,10010110,10010238,10010366,10010494,10010622,10010750,10010878,10011006,10011134,10011262,10011390,10011518,10011646,10011774,10011902,10012030,10012158,10012286,10012414,10012542,10012670,10012798,10012926,10013054,10013182,10013310,10013438,10013566,10013694,10013822,10013950,10014078,10014206,10014334,10014462,10014590,10014718,10014846,10014974,10015102,10015230,10015358,10015486,10015614,10015742,10015870,10015998,10016126,10016254,10016382
3,10000125,10000253,10000381,10000509,10000637,10000765,10000893,10001021,10001149,10001277,10001405,10001533,10001661,10001789,10001917,10002045,10002173,10002301,10002429,10002557,10002685,10002813,10002941,10003069,10003197,10003325,10003453,10003581,10003709,10003837,10003965,10004093,10004221,10004349,10004477,10004605,10004733,10004861,10004989,10005117,10005245,10005373,10005501,10005629,10005757,10005885,10006013,10006141,10006269,10006397,10006525,10006653,10006781,10006909,10007037,10007165,10007293,10007421,10007549,10007677,10007805,10007933,10008061,10008189,10008317,10008445,10008573,10008701,10008829,10008957,10009085,10009213,10009341,10009469,10009597,10009725,10009853,10009981,10010109,10010237,10010365,10010493,10010621,10010749,10010877,10011005,10011133,10011261,10011389,10011517,10011645,10011773,10011901,10012029,10012157,10012285,10012413,10012541,10012669,10012797,10012925,10013053,10013181,10013309,10013437,10013565,10013693,10013821,10013949,10014077,10014205,10014333,10014461,10014589,10014717,10014845,10014973,10015101,10015229,10015357,10015485,10015613,10015741,10015869,10015997,10016125,10016253,10016381
4,10000124,10000252,10000380,10000508,10000636,10000764,10000892,10001020,10001148,10001276,10001404,10001532,10001660,10001788,10001916,10002044,10002172,10002300,10002428,10002556,10002684,10002812,10002940,10003068,10003196,10003324,10003452,10003580,10003708,10003836,10003964,10004092,10004220,10004348,10004476,10004604,10004732,10004860,10004988,10005116,10005244,10005372,10005500,10005628,10005756,10005884,10006012,10006140,10006268,10006396,10006524,10006652,10006780,10006908,10007036,10007164,10007292,10007420,10007548,10007676,10007804,10007932,10008060,10008188,10008316,10008444,10008572,10008700,10008828,10008956,10009084,10009212,10009340,10009468,10009596,10009724,10009852,10009980,10010108,10010236,10010364,10010492,10010620,10010748,10010876,10011004,10011132,10011260,10011388,10011516,10011644,10011772,10011900,10012028,10012156,10012284,10012412,10012540,10012668,10012796,10012924,10013052,10013180,10013308,10013436,10013564,10013692,10013820,10013948,10014076,10014204,10014332,10014460,10014588,10014716,10014844,10014972,10015100,10015228,10015356,10015484,10015612,10015740,10015868,10015996,10016124,10016252,10016380
5,10000123,10000251,10000379,10000507,10000635,10000763,10000891,10001019,10001147,10001275,10001403,10001531,10001659,10001787,10001915,10002043,10002171,10002299,10002427,10002555,10002683,10002811,10002939,10003067,10003195,10003323,10003451,10003579,10003707,10003835,10003963,10004091,10004219,10004347,10004475,10004603,10004731,10004859,10004987,10005115,10005243,10005371,10005499,10005627,10005755,10005883,10006011,10006139,10006267,10006395,10006523,10006651,10006779,10006907,10007035,10007163,10007291,10007419,10007547,10007675,10007803,10007931,10008059,10008187,10008315,10008443,10008571,10008699,10008827,10008955,10009083,10009211,10009339,10009467,10009595,10009723,10009851,10009979,10010107,10010235,10010363,10010491,10010619,10010747,10010875,10011003,10011131,10011259,10011387,10011515,10011643,10011771,10011899,10012027,10012155,10012283,10012411,10012539,10012667,10012795,10012923,10013051,10013179,10013307,10013435,10013563,10013691,10013819,10013947,10014075,10014203,10014331,10014459,10014587,10014715,10014843,10014971,10015099,10015227,10015355,10015483,10015611,10015739,10015867,10015995,10016123,10016251,10016379
6,10000122,10000250,10000378,10000506,10000634,10000762,10000890,10001018,10001146,10001274,10001402,10001530,10001658,10001786,10001914,10002042,10002170,10002298,10002426,10002554,10002682,10002810,10002938,10003066,10003194,10003322,10003450,10003578,10003706,10003834,10003962,10004090,10004218,10004346,10004474,10004602,10004730,10004858,10004986,10005114,10005242,10005370,10005498,10005626,10005754,10005882,10006010,10006138,10006266,10006394,10006522,10006650,10006778,10006906,10007034,10007162,10007290,10007418,10007546,10007674,10007802,10007930,10008058,10008186,10008314,10008442,10008570,10008698,10008826,10008954,10009082,10009210,10009338,10009466,10009594,10009722,10009850,10009978,10010106,10010234,10010362,10010490,10010618,10010746,10010874,10011002,10011130,10011258,10011386,10011514,10011642,10011770,10011898,10012026,10012154,10012282,10012410,10012538,10012666,10012794,10012922,10013050,10013178,10013306,10013434,10013562,10013690,10013818,10013946,10014074,10014202,10014330,10014458,10014586,10014714,10014842,10014970,10015098,10015226,10015354,10015482,10015610,10015738,10015866,10015994,10016122,10016250,10016378
7,10000121,10000249,10000377,10000505,10000633,10000761,10000889,10001017,10001145,10001273,10001401,10001529,10001657,10001785,10001913,10002041,10002169,10002297,10002425,10002553,10002681,10002809,10002937,10003065,10003193,10003321,10003449,10003577,10003705,10003833,10003961,10004089,10004217,10004345,10004473,10004601,10004729,10004857,10004985,10005113,10005241,10005369,10005497,10005625,10005753,10005881,10006009,10006137,10006265,10006393,10006521,10006649,10006777,10006905,10007033,10007161,10007289,10007417,10007545,10007673,10007801,10007929,10008057,10008185,10008313,10008441,10008569,10008697,10008825,10008953,10009081,10009209,10009337,10009465,10009593,10009721,10009849,10009977,10010105,10010233,10010361,10010489,10010617,10010745,10010873,10011001,10011129,10011257,10011385,10011513,10011641,10011769,10011897,10012025,10012153,10012281,10012409,10012537,10012665,10012793,10012921,10013049,10013177,10013305,10013433,10013561,10013689,10013817,10013945,10014073,10014201,10014329,10014457,10014585,10014713,10014841,10014969,10015097,10015225,10015353,10015481,10015609,10015737,10015865,10015993,10016121,10016249,10016377
8,10000120,10000248,10000376,10000504,10000632,10000760,10000888,10001016,10001144,10001272,10001400,10001528,10001656,10001784,10001912,10002040,10002168,10002296,10002424,10002552,10002680,10002808,10002936,10003064,10003192,10003320,10003448,10003576,10003704,10003832,10003960,10004088,10004216,10004344,10004472,10004600,10004728,10004856,10004984,10005112,10005240,10005368,10005496,10005624,10005752,10005880,10006008,10006136,10006264,10006392,10006520,10006648,10006776,10006904,10007032,10007160,10007288,10007416,10007544,10007672,10007800,10007928,10008056,10008184,10008312,10008440,10008568,10008696,10008824,10008952,10009080,10009208,10009336,10009464,10009592,10009720,10009848,10009976,10010104,10010232,10010360,10010488,10010616,10010744,10010872,10011000,10011128,10011256,10011384,10011512,10011640,10011768,10011896,10012024,10012152,10012280,10012408,10012536,10012664,10012792,10012920,10013048,10013176,10013304,10013432,10013560,10013688,10013816,10013944,10014072,10014200,10014328,10014456,10014584,10014712,10014840,10014968,10015096,10015224,10015352,10015480,10015608,10015736,10015864,10015992,10016120,10016248,10016376
9,10000119,10000247,10000375,10000503,10000631,10000759,10000887,10001015,10001143,10001271,10001399,10001527,10001655,10001783,10001911,10002039,10002167,10002295,10002423,10002551,10002679,10002807,10002935,10003063,10003191,10003319,10003447,10003575,10003703,10003831,10003959,10004087,10004215,10004343,10004471,10004599,10004727,10004855,10004983,10005111,10005239,10005367,10005495,10005623,10005751,10005879,10006007,10006135,10006263,10006391,10006519,10006647,10006775,10006903,10007031,10007159,10007287,10007415,10007543,10007671,10007799,10007927,10008055,10008183,10008311,10008439,10008567,10008695,10008823,10008951,10009079,10009207,10009335,10009463,10009591,10009719,10009847,10009975,10010103,10010231,10010359,10010487,10010615,10010743,10010871,10010999,10011127,10011255,10011383,10011511,10011639,10011767,10011895,10012023,10012151,10012279,10012407,10012535,10012663,10012791,10012919,10013047,10013175,10013303,10013431,10013559,10013687,10013815,10013943,10014071,10014199,10014327,10014455,10014583,10014711,10014839,10014967,10015095,10015223,10015351,10015479,10015607,10015735,10015863,10015991,10016119,10016247,10016375
10,10000118,10000246,10000374,10000502,10000630,10000758,10000886,10001014,10001142,10001270,10001398,10001526,10001654,10001782,10001910,10002038,10002166,10002294,10002422,10002550,10002678,10002806,10002934,10003062,10003190,10003318,10003446,10003574,10003702,10003830,10003958,10004086,10004214,10004342,10004470,10004598,10004726,10004854,10004982,10005110,10005238,10005366,10005494,10005622,10005750,10005878,10006006,10006134,10006262,10006390,10006518,10006646,10006774,10006902,10007030,10007158,10007286,10007414,10007542,10007670,10007798,10007926,10008054,10008182,10008310,10008438,10008566,10008694,10008822,10008950,10009078,10009206,10009334,10009462,10009590,10009718,10009846,10009974,10010102,10010230,10010358,10010486,10010614,10010742,10010870,10010998,10011126,10011254,10011382,10011510,10011638,10011766,10011894,10012022,10012150,10012278,10012406,10012534,10012662,10012790,10012918,10013046,10013174,10013302,10013430,10013558,10013686,10013814,10013942,10014070,10014198,10014326,10014454,10014582,10014710,10014838,10014966,10015094,10015222,10015350,10015478,10015606,10015734,10015862,10015990,10016118,10016246,10016374
